"year","school","conference","association","sport_label","men_revenue","women_revenue","total_revenue"
"2010-2011","Fort Hays State University","Other","NCAA Division II","Basketball",476224,314555,790779
"2010-2011","Fort Hays State University","Other","NCAA Division II","Football",1295810,0,1295810
"2010-2011","Fort Hays State University","Other","NCAA Division II","Non Football-Basketball",670800,728804,1399604
"2010-2011","Fort Lewis College","Other","NCAA Division II","Basketball",586626,411950,998576
"2010-2011","Fort Lewis College","Other","NCAA Division II","Football",665242,0,665242
"2010-2011","Fort Lewis College","Other","NCAA Division II","Non Football-Basketball",604499,952650,1557149
"2010-2011","Fort Valley State University","Other","NCAA Division II","Basketball",118124,284622,402746
"2010-2011","Fort Valley State University","Other","NCAA Division II","Football",497418,0,497418
"2010-2011","Fort Valley State University","Other","NCAA Division II","Non Football-Basketball",43532,215527,259059
"2010-2011","Framingham State University","Other","NCAA Division III","Basketball",54450,39992,94442
"2010-2011","Framingham State University","Other","NCAA Division III","Football",129512,0,129512
"2010-2011","Framingham State University","Other","NCAA Division III","Non Football-Basketball",174746,185819,360565
"2010-2011","Francis Marion University","Other","NCAA Division II","Basketball",379781,425655,805436
"2010-2011","Francis Marion University","Other","NCAA Division II","Non Football-Basketball",1050034,941375,1991409
"2010-2011","Franciscan University of Steubenville","Other","NCAA Division III","Basketball",54037,39177,93214
"2010-2011","Franciscan University of Steubenville","Other","NCAA Division III","Non Football-Basketball",236473,167797,404270
"2010-2011","Franklin College of Indiana","Other","NCAA Division III","Basketball",130618,108140,238758
"2010-2011","Franklin College of Indiana","Other","NCAA Division III","Football",536198,0,536198
"2010-2011","Franklin College of Indiana","Other","NCAA Division III","Non Football-Basketball",355857,213826,569683
"2010-2011","Franklin Pierce University","Other","NCAA Division II","Basketball",450191,430757,880948
"2010-2011","Franklin Pierce University","Other","NCAA Division II","Non Football-Basketball",1141799,1000474,2142273
"2010-2011","Franklin and Marshall College","Other","NCAA Division III","Basketball",223372,113075,336447
"2010-2011","Franklin and Marshall College","Other","NCAA Division III","Football",357606,0,357606
"2010-2011","Franklin and Marshall College","Other","NCAA Division III","Non Football-Basketball",1024442,904546,1928988
"2010-2011","Fresno Pacific University","Other","NCAA Division II","Basketball",445796,372133,817929
"2010-2011","Fresno Pacific University","Other","NCAA Division II","Non Football-Basketball",1666512,1476659,3143171
"2010-2011","Frostburg State University","Other","NCAA Division III","Basketball",170427,147655,318082
"2010-2011","Frostburg State University","Other","NCAA Division III","Football",529464,0,529464
"2010-2011","Frostburg State University","Other","NCAA Division III","Non Football-Basketball",574559,475390,1049949
"2010-2011","Furman University","Other","NCAA Division I-AA","Basketball",1488793,1240664,2729457
"2010-2011","Furman University","Other","NCAA Division I-AA","Football",5306599,0,5306599
"2010-2011","Furman University","Other","NCAA Division I-AA","Non Football-Basketball",2060431,2678127,4738558
"2010-2011","Gallaudet University","Other","NCAA Division III","Basketball",164645,178487,343132
"2010-2011","Gallaudet University","Other","NCAA Division III","Football",351665,0,351665
"2010-2011","Gallaudet University","Other","NCAA Division III","Non Football-Basketball",268289,478942,747231
"2010-2011","Gannon University","Other","NCAA Division II","Basketball",606081,574177,1180258
"2010-2011","Gannon University","Other","NCAA Division II","Football",1462401,0,1462401
"2010-2011","Gannon University","Other","NCAA Division II","Non Football-Basketball",1101693,1455604,2557297
"2010-2011","Gardner-Webb University","Other","NCAA Division I-AA","Basketball",1444505,791683,2236188
"2010-2011","Gardner-Webb University","Other","NCAA Division I-AA","Football",3081788,0,3081788
"2010-2011","Gardner-Webb University","Other","NCAA Division I-AA","Non Football-Basketball",1824663,2159837,3984500
"2010-2011","Geneva College","Other","NCAA Division III","Basketball",149943,92368,242311
"2010-2011","Geneva College","Other","NCAA Division III","Football",320233,0,320233
"2010-2011","Geneva College","Other","NCAA Division III","Non Football-Basketball",271432,321807,593239
"2010-2011","George Fox University","Other","NCAA Division III","Basketball",102167,124614,226781
"2010-2011","George Fox University","Other","NCAA Division III","Non Football-Basketball",399940,417954,817894
"2010-2011","George Mason University","Other","NCAA Division I-AAA","Basketball",2662520,893610,3556130
"2010-2011","George Mason University","Other","NCAA Division I-AAA","Non Football-Basketball",1229177,1490693,2719870
"2010-2011","George Washington University","Other","NCAA Division I-AAA","Basketball",3480829,2178500,5659329
"2010-2011","George Washington University","Other","NCAA Division I-AAA","Non Football-Basketball",3280445,4841116,8121561
"2010-2011","Georgetown University","Other","NCAA Division I-AA","Basketball",9519159,2671273,12190432
"2010-2011","Georgetown University","Other","NCAA Division I-AA","Football",1678984,0,1678984
"2010-2011","Georgetown University","Other","NCAA Division I-AA","Non Football-Basketball",3711645,4388156,8099801
"2010-2011","Georgia College & State University","Other","NCAA Division II","Basketball",361944,292117,654061
"2010-2011","Georgia College & State University","Other","NCAA Division II","Non Football-Basketball",875977,795775,1671752
"2010-2011","Georgia Institute of Technology","Atlantic Coast Conference","NCAA Division I-A","Basketball",8543269,464988,9008257
"2010-2011","Georgia Institute of Technology","Atlantic Coast Conference","NCAA Division I-A","Football",22557020,0,22557020
"2010-2011","Georgia Institute of Technology","Atlantic Coast Conference","NCAA Division I-A","Non Football-Basketball",1340721,993268,2333989
"2010-2011","Georgia Southern University","Other","NCAA Division I-AA","Basketball",638212,367602,1005814
"2010-2011","Georgia Southern University","Other","NCAA Division I-AA","Football",2953814,0,2953814
"2010-2011","Georgia Southern University","Other","NCAA Division I-AA","Non Football-Basketball",1362324,1750602,3112926
"2010-2011","Georgia Southwestern State University","Other","NCAA Division II","Basketball",204122,178161,382283
"2010-2011","Georgia Southwestern State University","Other","NCAA Division II","Non Football-Basketball",357890,283017,640907
"2010-2011","Georgia State University","Other","NCAA Division I-A","Basketball",1417072,1199206,2616278
"2010-2011","Georgia State University","Other","NCAA Division I-A","Football",5352135,0,5352135
"2010-2011","Georgia State University","Other","NCAA Division I-A","Non Football-Basketball",1626968,1940137,3567105
"2010-2011","Georgian Court University","Other","NCAA Division II","Basketball",0,395261,395261
"2010-2011","Georgian Court University","Other","NCAA Division II","Non Football-Basketball",0,2278365,2278365
"2010-2011","Gettysburg College","Other","NCAA Division III","Basketball",130712,122737,253449
"2010-2011","Gettysburg College","Other","NCAA Division III","Football",313539,0,313539
"2010-2011","Gettysburg College","Other","NCAA Division III","Non Football-Basketball",546508,538289,1084797
"2010-2011","Glenville State College","Other","NCAA Division II","Basketball",235434,253194,488628
"2010-2011","Glenville State College","Other","NCAA Division II","Football",684974,0,684974
"2010-2011","Glenville State College","Other","NCAA Division II","Non Football-Basketball",34217,328601,362818
"2010-2011","Goldey-Beacom College","Other","NCAA Division II","Basketball",181736,194236,375972
"2010-2011","Goldey-Beacom College","Other","NCAA Division II","Non Football-Basketball",271613,592355,863968
"2010-2011","Gonzaga University","Other","NCAA Division I-AAA","Basketball",6128191,2423201,8551392
"2010-2011","Gonzaga University","Other","NCAA Division I-AAA","Non Football-Basketball",2406615,3117140,5523755
"2010-2011","Gordon College","Other","NCAA Division III","Basketball",116727,110882,227609
"2010-2011","Gordon College","Other","NCAA Division III","Non Football-Basketball",332171,412696,744867
"2010-2011","Goucher College","Other","NCAA Division III","Basketball",169208,138203,307411
"2010-2011","Goucher College","Other","NCAA Division III","Non Football-Basketball",382229,744107,1126336
"2010-2011","Grambling State University","Other","NCAA Division I-AA","Basketball",556255,606779,1163034
"2010-2011","Grambling State University","Other","NCAA Division I-AA","Football",1916679,0,1916679
"2010-2011","Grambling State University","Other","NCAA Division I-AA","Non Football-Basketball",287271,1138500,1425771
"2010-2011","Grand Canyon University","Other","NCAA Division II","Basketball",1324875,675894,2000769
"2010-2011","Grand Canyon University","Other","NCAA Division II","Non Football-Basketball",3332624,2166637,5499261
"2010-2011","Grand Valley State University","Other","NCAA Division II","Basketball",580012,596380,1176392
"2010-2011","Grand Valley State University","Other","NCAA Division II","Football",2058161,0,2058161
"2010-2011","Grand Valley State University","Other","NCAA Division II","Non Football-Basketball",1016610,2349195,3365805
"2010-2011","Green Mountain College","Other","NCAA Division III","Basketball",35770,39213,74983
"2010-2011","Green Mountain College","Other","NCAA Division III","Non Football-Basketball",97118,134545,231663
"2010-2011","Greensboro College","Other","NCAA Division III","Basketball",98870,85760,184630
"2010-2011","Greensboro College","Other","NCAA Division III","Football",274153,0,274153
"2010-2011","Greensboro College","Other","NCAA Division III","Non Football-Basketball",388125,393543,781668
"2010-2011","Greenville College","Other","NCAA Division III","Basketball",165218,116626,281844
"2010-2011","Greenville College","Other","NCAA Division III","Football",365689,0,365689
"2010-2011","Greenville College","Other","NCAA Division III","Non Football-Basketball",267451,305689,573140
"2010-2011","Grinnell College","Other","NCAA Division III","Basketball",91893,61937,153830
"2010-2011","Grinnell College","Other","NCAA Division III","Football",179693,0,179693
"2010-2011","Grinnell College","Other","NCAA Division III","Non Football-Basketball",528470,539674,1068144
"2010-2011","Guilford College","Other","NCAA Division III","Basketball",141118,143303,284421
"2010-2011","Guilford College","Other","NCAA Division III","Football",417326,0,417326
"2010-2011","Guilford College","Other","NCAA Division III","Non Football-Basketball",558455,486571,1045026
"2010-2011","Gustavus Adolphus College","Other","NCAA Division III","Basketball",167020,196327,363347
"2010-2011","Gustavus Adolphus College","Other","NCAA Division III","Football",569814,0,569814
"2010-2011","Gustavus Adolphus College","Other","NCAA Division III","Non Football-Basketball",861435,952955,1814390
"2010-2011","Gwynedd Mercy College","Other","NCAA Division II","Basketball",65347,44330,109677
"2010-2011","Gwynedd Mercy College","Other","NCAA Division II","Non Football-Basketball",219473,218395,437868
"2010-2011","Hamilton College","Other","NCAA Division III","Basketball",141545,70481,212026
"2010-2011","Hamilton College","Other","NCAA Division III","Football",277233,0,277233
"2010-2011","Hamilton College","Other","NCAA Division III","Non Football-Basketball",799890,904510,1704400
